ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Brand
\n<p class="""" data-start=""577"" data-end=""839"">Outfitted with <strong data-start=""592"" data-end=""618"">smooth-rolling rollers</strong>, this foot reduces fabric friction, allowing for <strong data-start=""668"" data-end=""706"">anti-knob and anti-wrinkle feeding</strong>, which improves seam quality and reduces the chance of fabric distortion—especially useful when sewing tricky or textured materials.</p>
\n<p class="""" data-start=""841"" data-end=""1090""><strong data-start=""841"" data-end=""862"">Widely compatible</strong> with most industrial sewing machines, this presser foot is a practical choice for home sewists, professional tailors, and beginners alike. Durable, reliable, and easy to use—it's the perfect tool to upgrade your sewing results.</p>",,,taxable,,1,29,,0,0,0.04,,,,1,,14500,15000,"Sewing Machine Foots > Industrial Sewing Machine Foots & Attachments, Sewing Machine Foots","edge sewing foot, hemming foot, roller foot, t-shirt neck sewing",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/511qVxRFoML._AC_SX569_.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/61NC8b1GHL._AC_SX569_.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/51am2JvyBxL._AC_SX569_.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/61kxWdPI0sL._AC_SX569_.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/514q-WlKmjL._AC_SX569_.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01wD87LZ2LFFmONJfCI_2218222459662-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01nCxkfr2LFFmOGzXB3_2218222459662-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01pL92MN2LFFmQwOOrz_2218222459662-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01CKstR92LFFmOyFpHD_2218222459662-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-11_19-59-28.jpg",,,,,,,,,0,,

22154,simple,BSA-00087-C,,Gold Hexagon Magnetic Seam Guide,1,0,visible,Multifunctional magnetic seam guide with clips for sewing straight lines and curves. Compatible with most machines; easy to reposition and adjust.,"<p class="""" data-start=""0"" data-end=""402"">Unlike traditional seam guides, this <strong data-start=""69"" data-end=""112"">Upgraded Magnetic Seam Guide with Clips</strong> offers enhanced precision and control, helping you sew straight lines or curves effortlessly—whether you're working on thin fabrics or thick layers. The strong magnetic base holds the guide securely in place, preventing fabric deviation and helping you maintain consistent seam allowances.</p>
\n<p class="""" data-start=""404"" data-end=""462"">This multifunctional guide boasts <strong data-start=""438"" data-end=""459"">four key features</strong>:</p>
\n
\n<ol data-start=""463"" data-end=""771"">
\n 	<li class="""" data-start=""463"" data-end=""537"">
\n<p class="""" data-start=""466"" data-end=""537""><strong data-start=""466"" data-end=""483"">Edge Limiting</strong> – Keeps your fabric aligned for straight stitching.</p>
\n</li>
\n 	<li class="""" data-start=""538"" data-end=""611"">
\n<p class="""" data-start=""541"" data-end=""611""><strong data-start=""541"" data-end=""570"">Needle Thread Positioning</strong> – Assists in precise stitch placement.</p>
\n</li>
\n 	<li class="""" data-start=""612"" data-end=""690"">
\n<p class="""" data-start=""615"" data-end=""690""><strong data-start=""615"" data-end=""637"">Anti-Curl Function</strong> – Prevents fabric edges from curling while sewing.</p>
\n</li>
\n 	<li class="""" data-start=""691"" data-end=""771"">
\n<p class="""" data-start=""694"" data-end=""771""><strong data-start=""694"" data-end=""722"">Curved Sewing Capability</strong> – Makes it easier to handle curved seams neatly.</p>
\n</li>
\n</ol>
\n<p class="""" data-start=""773"" data-end=""1074""><strong data-start=""773"" data-end=""799"">Universally compatible</strong>, this magnetic guide works with all major sewing machine brands like <strong data-start=""869"" data-end=""888"">Singer, Brother</strong>, and more—<strong data-start=""899"" data-end=""967"">as long as your machine has a metal plate under the presser foot</strong>. For machines without a metal base, it can be paired with a square sticky magnet to provide a secure hold.</p>
\n<p class="""" data-start=""1076"" data-end=""1367"">Designed for convenience, you can easily <strong data-start=""1117"" data-end=""1140"">adjust its position</strong> or <strong data-start=""1144"" data-end=""1164"">change the angle</strong> of the pressure plate using the built-in screw—no tools required. Whether you're a beginner or a seasoned tailor, this guide simplifies your sewing process and ensures neat, accurate results every time.</p>",,,taxable,,1,10,,0,0,0.13,,,,1,,13500,14000,"Sewing Machine Foots > Blackhead Manual Sewing Machine Foots & Attachments, Sewing Machine Foots > Industrial Sewing Machine Foots & Attachments, Sewing Machine Foots, Sewing Machine Foots > Tabletop Sewing Machine Foots & Attachments","edge guide, seam guide, straight sewing foot, straight sewing guide",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9672.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9641.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9642.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9640.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9673.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01PokfIN1xgELJdKWYx_2214986996472-0-cib.jpg",,,,,,,,,0,,

22171,simple,BSA-00088-C,,Special A10 Rolling Foot,1,0,visible,"Heavy-duty adjustable roller presser foot for industrial machines—ideal for sewing thick fabrics like jackets and leather. Durable steel build, smooth feed, and multi-layer capability.","<p class="""" data-start=""0"" data-end=""314"">This <strong data-start=""37"" data-end=""71"">Adjustable Roller Presser Foot</strong> is specially designed to handle thick and heavy fabrics with ease. Featuring a <strong data-start=""151"" data-end=""181"">pressure-adjustable roller</strong>, it helps feed layers of fabric smoothly through your industrial sewing machine, ensuring even stitches without tugging or shifting.</p>
\n<p class="""" data-start=""316"" data-end=""580"">Made from <strong data-start=""326"" data-end=""343"">durable steel</strong>, this presser foot offers long-lasting performance and can withstand the demands of heavy-duty sewing. It’s perfect for working on <strong data-start=""475"" data-end=""502"">multi-layered materials</strong> such as quilted jackets, down jackets, lamb wool coats, and leather garments.</p>
\n<p class="""" data-start=""582"" data-end=""928"">Whether you're sewing heavy fabrics or creating structured designs, this foot helps maintain consistent pressure and fabric alignment. For enhanced results, it can be combined with other attachments like <strong data-start=""786"" data-end=""842"">bias tape binders, hemming guides, or edge stitchers</strong>, making it a versatile tool in any professional tailor or fashion designer’s toolkit.</p>
\n<p class="""" data-start=""930"" data-end=""1126""><strong data-start=""930"" data-end=""984"">Compatible with general industrial sewing machines</strong>, this presser foot improves workflow, stitch quality, and fabric handling—ideal for both high-volume production and bespoke garment creation.</p>",,,taxable,,1,20,,0,0,0.05,,,,1,,12500,13000,"Sewing Machine Foots > Industrial Sewing Machine Foots & Attachments, Sewing Machine Foots","bias attachment, bias foot, edge sewing foot, piping foot",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/51QFMsz3pL._AC_SX569_.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-20_10-15-45.jpg",,,,,,,,,0,,

22218,simple,BSA-00089-C,,Heat Vanishing Fabric Pen,1,0,visible,"Heat erasable fabric marking pen set (3 colors: blue, red, white) – perfect for precise markings that disappear with heat or ironing.","<p class="""" data-start=""160"" data-end=""521"">Achieve accurate, clean markings on your sewing or quilting projects with this <strong data-start=""271"" data-end=""311"">heat erasable fabric marking pen set</strong>. Designed for convenience and precision, these pens make it easy to trace patterns, mark measurements, or add sewing guides that <strong data-start=""441"" data-end=""482"" data-is-only-node="""">vanish instantly when exposed to heat</strong>—no need for water or special cleaners.</p>
\n<p class="""" data-start=""523"" data-end=""791"">The set includes <strong data-start=""540"" data-end=""564"">three vibrant colors</strong>—<strong data-start=""565"" data-end=""589"">blue, red, and white</strong>—to suit various fabric shades, from dark to light. Whether you're working on delicate silks, cottons, or textured materials, these pens help ensure clear visibility while staying gentle on your fabric.</p>
\n<p class="""" data-start=""793"" data-end=""914"">Perfect for tailors, fashion designers, quilters, and DIY enthusiasts, these pens are a must-have tool in any sewing kit.</p>",,,taxable,,1,30,,0,0,0.05,,,,1,,5000,5500,Fabric Chalk & Markers,"erasable marker, erasable pen, fabric chalk, fabric pen",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01Um7EaJ1QvuYq8NLt9_2218254152039-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01XjF4YB1QvuYlqmnDC_2218254152039-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01RPWpHB1mH4bDVuJb8_2687684928-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01cM7T4C1DlI48qFn4w_967840256-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01NO7J9R1mH4bMg3h3r_2687684928-0-cib.jpg",,,,,,,,,0,,

22276,simple,BSA-00094-C,,Single Button Fastener Tool,1,0,visible,"Single-headed button hook tool for fastening buttons, gloves, and clothing—mountable on sewing or work tables for faster, hands-free operation.","<p class="""" data-start=""223"" data-end=""559"">This <strong data-start=""257"" data-end=""282"">button fastening tool</strong> is designed to simplify the process of closing buttons, gloves, and other garments, especially in high-output settings. It features a <strong data-start=""417"" data-end=""439"">durable metal hook</strong> securely fixed to a handle, allowing you to <strong data-start=""484"" data-end=""527"">easily pull buttons through tight holes</strong> without straining your fingers.</p>
\n<p class="""" data-start=""561"" data-end=""829"">The tool is <strong data-start=""573"" data-end=""635"">mountable on your sewing machine table or any flat surface</strong>, providing <strong data-start=""647"" data-end=""679"">stable, hands-free operation</strong>. It’s equipped for faster, more efficient garment finishing.</p>
\n<p class="""" data-start=""831"" data-end=""1031"">Perfect for tailors, fashion designers, or sewing enthusiasts looking to <strong data-start=""904"" data-end=""946"">speed up production and reduce fatigue</strong>, this button hook tool is a reliable and practical addition to any sewing workspace.</p>",,,taxable,,1,10,,0,0,0.47,,,,1,,29000,30000,Buttons & Fasteners,"button fastener, button tool, buttons",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01gQzpBl1zoao2xnbzl_2218589096761-0-cib.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/O1CN01LelJaB2LnbUyqJ6ex_2216692369737-0-cib.jpg",,,,,,,,,0,,

22341,simple,BSA-00090-C,,Sewing Machine Quick Zipper Slider,1,0,visible,"Durable stainless steel zipper slider tool for easily attaching zipper pulls with precision—perfect for tailors, clothing stores, and home use.","<p class="""" data-start=""167"" data-end=""690"">This <strong data-start=""201"" data-end=""220"">zipper slider tool</strong> is a must-have for anyone who frequently works with zippers—be it professional tailors, clothing retailers, or sewing enthusiasts at home. Crafted from <strong data-start=""373"" data-end=""405"">high-quality stainless steel</strong>, this tool offers long-lasting durability and is resistant to deformation even with frequent use. The clamp is equipped with a <strong data-start=""533"" data-end=""561"" data-is-only-node="""">protective  cover</strong> to safeguard your workspace surfaces, while the <strong data-start=""610"" data-end=""632"">anti-static design</strong> ensures your garments remain unharmed during the process.</p>
\n<p class="""" data-start=""692"" data-end=""997"">Designed to <strong data-start=""704"" data-end=""749"">simplify the installation of zipper pulls</strong>, this tool features multiple jig plates to match various zipper head sizes. It can be securely clipped to your work surface and adjusted for height using the built-in screw, allowing you to easily align and feed the zipper tape through the puller.</p>
\n<p class="""" data-start=""999"" data-end=""1324"">The <strong data-start=""1003"" data-end=""1040"">multiple clips and bayonet design</strong> ensure accurate alignment for seamless zipper installation, reducing the risk of mistakes or fabric drift. Whether you're working on custom clothing or repairing garments, this tool enhances <strong data-start=""1232"" data-end=""1260"">efficiency and precision</strong>, making zipper attachment quicker, easier, and more consistent.</p>
\n<p class="""" data-start=""1326"" data-end=""1421""><strong data-start=""1326"" data-end=""1360"">Portable and beginner-friendly</strong>, it’s also ideal for those learning to use a sewing machine.</p>",,,taxable,,1,10,,0,0,0.4,,,,1,,33000,34000,Others,"zipper, zipper foot, zipper slider",,"https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-19_23-24-01.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-19_23-23-57.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-19_23-23-58.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-19_23-23-59.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-19_23-24-02.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-19_23-24-03.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-19_23-24-00.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/IMG_9671.jpg, https://bavicsewingaccessories.com.ng/wp-content/uploads/2025/04/photo_2024-11-19_23-24-04.jpg",,,,,,,,,0,,
